dataset,user,history_n_baskets,target_basket_size,target_repeat_fraction,target_last_jaccard,target_novelty_fraction,target_popularity_profile,target_neighbor_support,target_transition_strength,target_relational_strength,target_personal_frequency,target_personal_recency_score
dunnhumby,20606,2,8,0.125,0.0,0.875,0.6640507045797686,0.04375,0.013994494094826643,0.05231286298475721,0.0625,0.0625
dunnhumby,20118,2,1,0.0,0.0,1.0,0.9227478610971314,0.0,0.012989839419678316,0.0,0.0,0.0
dunnhumby,14146,2,5,0.4,0.0625,0.6,0.888147961751384,0.25,0.028651531296496346,0.07561136477746168,0.2,0.3
dunnhumby,9761,6,2,0.0,0.0,1.0,0.8032209360845495,0.0,0.012585846600032119,0.05566471527623945,0.0,0.0
dunnhumby,16390,8,2,0.0,0.0,1.0,0.633429793658782,0.05,0.009990693438855214,0.0,0.0,0.0
dunnhumby,10170,6,19,0.5789473684210527,0.25806451612903225,0.42105263157894735,0.7738656530606839,0.10789473684210528,0.01759819530279725,0.046355775809476314,0.2719298245614035,0.4605263157894738
dunnhumby,13184,7,1,0.0,0.0,1.0,0.4729491696024157,0.0,0.0037112807885784234,0.0,0.0,0.0
dunnhumby,19688,9,1,0.0,0.0,1.0,0.9372169099144438,0.0,0.025416602504870704,0.0,0.0,0.0
dunnhumby,9609,8,18,0.7777777777777778,0.13793103448275862,0.2222222222222222,0.71646256220992,0.125,0.02285900910278384,0.045435298472869826,0.2986111111111111,0.4199074074074074
dunnhumby,17273,9,15,0.4666666666666667,0.12903225806451613,0.5333333333333333,0.8123049823855057,0.06666666666666667,0.01608680524560058,0.05493929252686998,0.06666666666666667,0.3277777777777777
dunnhumby,6517,14,1,1.0,0.25,0.0,0.5870659285354807,1.0,0.018838878727923492,0.0,0.7857142857142857,1.0
dunnhumby,5938,2,1,0.0,0.0,1.0,0.6428032209360846,0.0,0.0,0.0,0.0,0.0
dunnhumby,9002,6,3,0.3333333333333333,0.0,0.6666666666666667,0.8316138231840297,0.15,0.0035798330296890404,0.01191040495123001,0.16666666666666666,0.1111111111111111
dunnhumby,15374,5,15,0.2,0.027777777777777776,0.8,0.726019124308002,0.07,0.01664146033764028,0.03284955792108042,0.06666666666666667,0.1111111111111111
dunnhumby,4072,6,9,0.6666666666666666,0.3076923076923077,0.33333333333333337,0.6956746630878489,0.1444444444444445,0.03169793574058658,0.046746052371202544,0.3148148148148148,0.5185185185185185
dunnhumby,21912,2,2,0.5,0.3333333333333333,0.5,0.7023779567186714,0.19999999999999998,0.002211370692675731,0.0,0.25,0.5
dunnhumby,2314,8,11,0.5454545454545454,0.0,0.4545454545454546,0.45274969117445213,0.09545454545454544,0.016483494746540765,0.023305260529448854,0.09090909090909091,0.09339826839826838
dunnhumby,10519,2,18,0.05555555555555555,0.0,0.9444444444444444,0.7736327797349438,0.03333333333333333,0.004110766418402535,0.05748576755206065,0.027777777777777776,0.027777777777777776
dunnhumby,15964,3,15,0.6,0.2,0.4,0.735992283173964,0.08,0.019932296910315058,0.031971839917972436,0.3555555555555555,0.45555555555555555
dunnhumby,18910,4,1,0.0,0.0,1.0,0.18621036738802216,0.05,0.02762427037790869,0.0,0.0,0.0
dunnhumby,1797,7,4,0.75,0.0,0.25,0.7667652239557121,0.2,0.016134300898034547,0.030234221124556638,0.21428571428571427,0.15416666666666667
dunnhumby,14874,5,23,0.43478260869565216,0.11627906976744186,0.5652173913043479,0.6892518763265575,0.09565217391304348,0.019657694626497337,0.04694041007984394,0.17391304347826086,0.2826086956521739
dunnhumby,17468,4,7,0.2857142857142857,0.0,0.7142857142857143,0.7564346825796247,0.05,0.01990871964929417,0.0486911793884482,0.07142857142857142,0.14285714285714285
dunnhumby,9181,5,1,0.0,0.0,1.0,0.9851534977352793,0.1,0.024370731072764978,0.0,0.0,0.0
dunnhumby,20809,2,14,0.07142857142857142,0.045454545454545456,0.9285714285714286,0.7035282910345819,0.010714285714285716,0.015145930487009957,0.031008570954284945,0.03571428571428571,0.07142857142857142
dunnhumby,6026,10,7,0.14285714285714285,0.0,0.8571428571428572,0.6343195053562442,0.014285714285714287,0.010774201974816388,0.021300397008849437,0.028571428571428574,0.07142857142857142
dunnhumby,12419,11,7,0.42857142857142855,0.0,0.5714285714285714,0.8353404270616148,0.07857142857142858,0.017480172590303215,0.05688986217914186,0.06493506493506493,0.12380952380952381
dunnhumby,19457,2,9,0.2222222222222222,0.07692307692307693,0.7777777777777778,0.6564754235866466,0.13333333333333333,0.021165761631721874,0.1044271620791019,0.1111111111111111,0.16666666666666666
dunnhumby,5547,3,1,0.0,0.0,1.0,0.8381982888777051,0.0,0.0,0.0,0.0,0.0
dunnhumby,1479,10,1,1.0,0.0,0.0,0.9997483643683945,0.7,0.02623818127387016,0.0,0.6,0.3333333333333333
dunnhumby,21970,2,4,0.25,0.0,0.75,0.964771011575239,0.075,0.0048672647824783135,0.03357927249438082,0.125,0.125
dunnhumby,11458,4,2,0.0,0.0,1.0,0.7916456970306995,0.0,0.004109882264776032,0.022736991163076717,0.0,0.0
dunnhumby,16815,2,12,0.6666666666666666,0.35,0.33333333333333337,0.920661382318403,0.1708333333333333,0.030075818431187156,0.06834624145661368,0.5416666666666666,0.625
dunnhumby,5853,15,1,0.0,0.0,1.0,0.9519375943633619,0.0,0.007998054486738154,0.0,0.0,0.0
dunnhumby,9979,4,5,0.4,0.0,0.6,0.7858832410669351,0.04,0.010137661248567256,0.023113832506184706,0.15,0.2
dunnhumby,14908,4,6,0.8333333333333334,0.15384615384615385,0.16666666666666663,0.7804898506961919,0.15833333333333335,0.025536047038588333,0.06123390707077334,0.375,0.5833333333333334
dunnhumby,2009,22,1,1.0,0.0,0.0,0.9977352793155511,0.3,0.014951380103774534,0.0,0.4090909090909091,0.5
dunnhumby,13218,7,5,0.8,0.2727272727272727,0.19999999999999996,0.9267237040764972,0.32999999999999996,0.03165309837310381,0.05139860502206538,0.6,0.7
dunnhumby,437,6,8,0.375,0.1111111111111111,0.625,0.8869684197282335,0.1125,0.01897305622812846,0.062079764559739625,0.125,0.29166666666666663
dunnhumby,20969,2,11,0.36363636363636365,0.15789473684210525,0.6363636363636364,0.8289678363910876,0.11363636363636363,0.02097970917390892,0.05645516687805901,0.22727272727272727,0.3181818181818182
dunnhumby,5570,5,27,0.4074074074074074,0.16216216216216217,0.5925925925925926,0.8036496486420994,0.0962962962962963,0.01480668714334735,0.04781847882691595,0.2,0.29938271604938266
dunnhumby,13803,8,9,0.7777777777777778,0.08333333333333333,0.2222222222222222,0.8367723536319409,0.17222222222222222,0.024878292207190553,0.06623863073420908,0.20833333333333334,0.3472222222222222
dunnhumby,6667,2,10,0.1,0.04,0.9,0.536524911927529,0.035,0.013225195691523509,0.0231465437140287,0.05,0.1
dunnhumby,21092,6,1,0.0,0.0,1.0,0.0027679919476597888,0.0,0.0,0.0,0.0,0.0
dunnhumby,6959,12,2,0.5,0.0,0.5,0.75,0.1,0.010615344794995988,0.28037594309052005,0.041666666666666664,0.05
dunnhumby,10468,15,2,0.5,0.0,0.5,0.9187216909914444,0.1,0.024304454438292586,0.009311942482046988,0.06666666666666667,0.1
dunnhumby,13676,6,8,0.5,0.0,0.5,0.6954737040764973,0.03125,0.01658671532470508,0.02879017308530379,0.08333333333333333,0.14583333333333331
dunnhumby,19830,13,15,0.5333333333333333,0.0,0.4666666666666667,0.6647374601576918,0.06000000000000001,0.011461883076720835,0.04635374073376154,0.10769230769230768,0.11174603174603175
dunnhumby,3895,7,21,0.7619047619047619,0.15384615384615385,0.23809523809523814,0.7835454262228294,0.1142857142857143,0.02642217359572994,0.06787200487790394,0.31972789115646255,0.43582766439909293
dunnhumby,5507,20,9,0.6666666666666666,0.0,0.33333333333333337,0.8038640049208746,0.06666666666666667,0.0068090071397861746,0.050587685422697364,0.08888888888888889,0.10015432098765431
dunnhumby,3145,11,2,0.5,0.0,0.5,0.5691368897835933,0.15,0.009336630925381291,0.05284984707550781,0.09090909090909091,0.16666666666666666
dunnhumby,1950,7,5,1.0,0.0,0.0,0.9285103170608959,0.27,0.03093288084683793,0.0773393150098327,0.22857142857142856,0.29714285714285715
dunnhumby,9162,9,8,0.875,0.2,0.125,0.800327126321087,0.19375,0.02146908453724865,0.052067436784173915,0.16666666666666669,0.675
dunnhumby,17281,3,15,0.6,0.36363636363636365,0.4,0.6907230330481463,0.12333333333333334,0.017256669007957394,0.03916313726466857,0.2,0.5555555555555555
dunnhumby,16502,3,4,0.5,0.16666666666666666,0.5,0.7435518369401106,0.1,0.013438804236337323,0.04155049694640663,0.16666666666666666,0.3333333333333333
dunnhumby,20732,2,7,0.42857142857142855,0.07692307692307693,0.5714285714285714,0.8777949529081891,0.15,0.023391157451101825,0.07382980675509325,0.21428571428571427,0.2857142857142857
dunnhumby,1085,22,14,0.7142857142857143,0.0,0.2857142857142857,0.8645571212883745,0.08571428571428572,0.021690676236380223,0.04699597869098556,0.07142857142857142,0.09982993197278912
dunnhumby,11862,6,1,1.0,0.0,0.0,0.9650226472068445,0.15,0.00635890667225537,0.0,0.3333333333333333,0.2
dunnhumby,10861,2,3,0.0,0.0,1.0,0.5707934910249958,0.0,0.0023969518153553588,0.023082581676311335,0.0,0.0
dunnhumby,17780,2,6,0.6666666666666666,0.1875,0.33333333333333337,0.5883241066935079,0.05833333333333334,0.020195100921799086,0.03366965068138273,0.3333333333333333,0.5833333333333334
dunnhumby,10147,8,14,0.5714285714285714,0.0625,0.4285714285714286,0.6724692645049968,0.09285714285714287,0.01105905568151611,0.0394606900671773,0.10714285714285714,0.1880952380952381
dunnhumby,10199,7,4,0.25,0.1,0.75,0.8415953699043783,0.075,0.019171522795483655,0.024204030380216318,0.07142857142857142,0.25
dunnhumby,6360,17,19,0.7368421052631579,0.0,0.26315789473684215,0.6561531533917835,0.09210526315789473,0.01594471490384212,0.038620989796282125,0.13003095975232196,0.1189424610477242
dunnhumby,18133,5,15,0.06666666666666667,0.0,0.9333333333333333,0.7897668176480456,0.02,0.02065331737296153,0.060056833011366904,0.013333333333333334,0.013333333333333334
dunnhumby,11450,7,16,0.375,0.06666666666666667,0.625,0.8464550830397584,0.071875,0.02136459718604306,0.04745465339111671,0.1607142857142857,0.19791666666666666
dunnhumby,1865,3,3,0.0,0.0,1.0,0.856064418721691,0.016666666666666666,0.009801047248864493,0.023819205841028538,0.0,0.0
dunnhumby,15518,7,1,0.0,0.0,1.0,0.9377201811776548,0.15,0.0,0.0,0.0,0.0
dunnhumby,1616,11,8,0.25,0.0,0.75,0.7988330397584298,0.18125,0.01837037681729372,0.06274270195669818,0.125,0.125
dunnhumby,15921,4,1,0.0,0.0,1.0,0.8858832410669351,0.0,0.00929521598490551,0.0,0.0,0.0
dunnhumby,9308,2,3,0.0,0.0,1.0,0.9397752055024324,0.0,0.024622398300332606,0.06992901682657335,0.0,0.0
dunnhumby,944,15,1,1.0,0.0,0.0,0.25553598389531956,0.2,0.08682864965803117,0.0,0.06666666666666667,0.06666666666666667
dunnhumby,7436,7,4,0.5,0.0,0.5,0.7091406643180674,0.1375,0.020617966833955958,0.045229986877642174,0.10714285714285714,0.1875
dunnhumby,15000,16,10,0.2,0.0,0.8,0.7743331655762457,0.06999999999999999,0.03400826853819555,0.02905073425346364,0.0125,0.01825396825396825
dunnhumby,15656,9,1,0.0,0.0,1.0,0.6928787116255661,0.0,0.010471783362077993,0.0,0.0,0.0
dunnhumby,15938,4,7,0.2857142857142857,0.05555555555555555,0.7142857142857143,0.5375835789776404,0.04285714285714286,0.012638373715753475,0.022368730310424943,0.10714285714285714,0.21428571428571427
dunnhumby,382,10,1,0.0,0.0,1.0,0.9934574735782586,0.0,0.012144477893704184,0.0,0.0,0.0
dunnhumby,20699,3,19,0.21052631578947367,0.08,0.7894736842105263,0.8206102826265461,0.08157894736842106,0.01998386722966815,0.04516272431351926,0.12280701754385963,0.15789473684210525
dunnhumby,19734,5,2,0.0,0.0,1.0,0.9613739305485657,0.025,0.014828372286862214,0.04776951799369093,0.0,0.0
dunnhumby,11823,16,5,0.2,0.0,0.8,0.5429290387518872,0.02,0.00752181274927399,0.03277444834291108,0.0125,0.04
dunnhumby,14100,20,9,0.3333333333333333,0.0,0.6666666666666667,0.9481630598892803,0.12222222222222223,0.023360776345693255,0.051190203750200905,0.03333333333333334,0.0678062678062678
dunnhumby,21567,3,3,0.3333333333333333,0.0,0.6666666666666667,0.6163814796175139,0.05000000000000001,0.008053092234866095,0.14518399704345344,0.1111111111111111,0.1111111111111111
dunnhumby,6761,13,2,0.5,0.0,0.5,0.8744967287367891,0.0,0.0013915910248398205,0.019598205037472616,0.038461538461538464,0.25
dunnhumby,18065,4,4,0.0,0.0,1.0,0.6317941620533467,0.0,0.005761580123388019,0.014965963231228008,0.0,0.0
dunnhumby,7506,5,14,0.7142857142857143,0.24242424242424243,0.2857142857142857,0.857295635919189,0.175,0.024139815191294805,0.0745503828991876,0.31428571428571433,0.6071428571428571
dunnhumby,16172,3,2,0.5,0.0,0.5,0.8836814292903875,0.275,0.013128901647263606,0.04342856815731926,0.3333333333333333,0.25
dunnhumby,3790,13,2,0.5,0.05555555555555555,0.5,0.9721313537996981,0.275,0.022102325126498533,0.03802499183263904,0.15384615384615385,0.5
dunnhumby,15833,7,3,1.0,0.25,0.0,0.9958899513504446,0.3666666666666667,0.010945878829095118,0.07885835412305248,0.23809523809523805,0.48333333333333334
dunnhumby,19494,2,25,0.08,0.0,0.92,0.7992199295420231,0.044,0.025346095804566336,0.04678380647257348,0.04,0.04
dunnhumby,21680,2,5,0.8,0.4,0.19999999999999996,0.8814041268243583,0.4,0.05582611339629655,0.09895561588549126,0.5,0.8
dunnhumby,12915,4,2,0.0,0.0,1.0,0.8432310015098138,0.025,0.02070124658025302,0.2110043133051711,0.0,0.0
dunnhumby,8457,5,5,0.6,0.25,0.4,0.8902617010568697,0.2,0.024890720791319272,0.0675793365119994,0.4,0.44000000000000006
dunnhumby,19782,3,2,0.0,0.0,1.0,0.6012204328132864,0.0,0.006387289373690581,0.0,0.0,0.0
dunnhumby,5216,15,4,0.5,0.0,0.5,0.83889028686462,0.0875,0.011371595204736403,0.019096436280917055,0.06666666666666667,0.11904761904761904
dunnhumby,16029,2,1,0.0,0.0,1.0,0.7366633115249119,0.0,0.0,0.0,0.0,0.0
dunnhumby,5482,23,5,0.6,0.0,0.4,0.8801962757926522,0.1,0.01455422493898698,0.026890268911965498,0.043478260869565216,0.1375
dunnhumby,13648,8,17,0.8823529411764706,0.36363636363636365,0.11764705882352944,0.9115796796826431,0.22647058823529412,0.031538224058658526,0.07196870683085989,0.4117647058823529,0.6
dunnhumby,14409,13,3,0.0,0.0,1.0,0.7885421909075658,0.016666666666666666,0.007120235697423624,0.03317968068419589,0.0,0.0
dunnhumby,2362,9,12,0.3333333333333333,0.07142857142857142,0.6666666666666667,0.7505452105351452,0.07916666666666668,0.012016483044554825,0.03251676863299418,0.05555555555555556,0.12708333333333333
dunnhumby,7502,12,7,0.5714285714285714,0.18181818181818182,0.4285714285714286,0.8582572435113954,0.10714285714285714,0.019957822991991784,0.05306784962477196,0.07142857142857142,0.32142857142857134
dunnhumby,5722,28,12,0.75,0.0,0.25,0.8291813454118436,0.1125,0.021751961170088163,0.067936846948365,0.12500000000000003,0.10186480186480186
dunnhumby,1029,10,4,0.25,0.2,0.75,0.5660543532964267,0.125,0.015897996205112275,0.023969818501523132,0.125,0.25
dunnhumby,4320,2,4,0.0,0.0,1.0,0.9328761952692501,0.0125,0.02393039001420871,0.06843223265771278,0.0,0.0
dunnhumby,11436,5,14,0.2857142857142857,0.16666666666666666,0.7142857142857143,0.7150765691279027,0.1107142857142857,0.01699198706653556,0.03580489346003113,0.14285714285714285,0.2857142857142857
dunnhumby,6266,6,16,0.125,0.0,0.875,0.7855356693507801,0.05,0.010283399787129275,0.04493354322131919,0.020833333333333332,0.02291666666666667
dunnhumby,14408,17,7,0.14285714285714285,0.0,0.8571428571428572,0.7695017614494212,0.0071428571428571435,0.006333386592030156,0.028431315805091444,0.008403361344537815,0.03571428571428571
dunnhumby,18244,6,1,1.0,0.0,0.0,0.9929542023150478,0.15,0.014363684267056883,0.0,0.16666666666666666,0.5
dunnhumby,186,11,7,0.7142857142857143,0.0,0.2857142857142857,0.6877022072039686,0.05,0.010047207308730608,0.052446502375415385,0.09090909090909091,0.12301587301587302
dunnhumby,2275,12,5,0.6,0.375,0.4,0.9438097634625062,0.21000000000000002,0.02614144300747359,0.10971527677675355,0.23333333333333334,0.6
dunnhumby,3836,25,2,0.0,0.0,1.0,0.32190488173125315,0.0,0.009526427045829941,0.03710578149831337,0.0,0.0
dunnhumby,21014,5,4,0.25,0.0,0.75,0.7961436839456467,0.025,0.013930389935055536,0.015177397584150959,0.05,0.0625
dunnhumby,2448,13,2,1.0,0.0,0.0,0.6862732762959235,0.35,0.032631427206433514,0.006694605257823465,0.23076923076923078,0.5
dunnhumby,13055,7,45,0.2222222222222222,0.0,0.7777777777777778,0.764046860146508,0.03888888888888889,0.004360756379761552,0.043643359019513,0.04126984126984127,0.058201058201058205
dunnhumby,18180,8,8,0.625,0.05263157894736842,0.375,0.8862449672873678,0.13125,0.01990152682194219,0.04703991675643455,0.09375,0.23333333333333334
dunnhumby,8061,5,2,0.0,0.0,1.0,0.5912179164569703,0.0,0.009952406578964873,0.01795428730035462,0.0,0.0
dunnhumby,5323,5,1,0.0,0.0,1.0,0.6669602415702064,0.05,0.009214288780175118,0.0,0.0,0.0
dunnhumby,10961,6,3,0.3333333333333333,0.0,0.6666666666666667,0.7727310853883577,0.049999999999999996,0.020049230681690577,0.09313045711059563,0.05555555555555555,0.06666666666666667
dunnhumby,14813,8,1,1.0,0.08333333333333333,0.0,1.0,0.6,0.02537921527463096,0.0,0.625,1.0
dunnhumby,2795,7,8,0.5,0.07142857142857142,0.5,0.826528686462003,0.06875,0.02781140084007718,0.042041942595557893,0.10714285714285714,0.2470238095238095
dunnhumby,11173,11,5,0.2,0.0,0.8,0.7759436336185204,0.030000000000000006,0.00802206968031483,0.019764124957470246,0.03636363636363636,0.06666666666666667
dunnhumby,13799,19,1,1.0,0.0,0.0,0.9818822345244087,0.55,0.006220168766576968,0.0,0.3157894736842105,0.3333333333333333
dunnhumby,3877,16,3,0.6666666666666666,0.0,0.33333333333333337,0.6797517195101493,0.05000000000000001,0.0054460980423735135,0.025576839890210184,0.10416666666666667,0.0925925925925926
dunnhumby,12031,8,12,0.5833333333333334,0.0,0.41666666666666663,0.8724207347760444,0.09583333333333333,0.025718579175776222,0.054054911511631,0.125,0.15624999999999997
dunnhumby,16434,2,1,0.0,0.0,1.0,0.48603422244589833,0.0,0.018916112397532905,0.0,0.0,0.0
dunnhumby,3562,6,15,0.3333333333333333,0.0,0.6666666666666667,0.8063579936252306,0.12000000000000001,0.01201445289693626,0.06540877988357276,0.08888888888888889,0.13555555555555554
dunnhumby,4622,18,4,0.5,0.0,0.5,0.6276736285858078,0.037500000000000006,0.013981948441588128,0.004618723565905639,0.041666666666666664,0.07291666666666666
dunnhumby,21109,3,2,0.0,0.0,1.0,0.2338324106693508,0.0,0.016078885194832766,0.0,0.0,0.0
dunnhumby,22116,11,3,0.0,0.0,1.0,0.49375104848179835,0.0,0.01004530955588985,0.0,0.0,0.0
dunnhumby,314,2,3,0.3333333333333333,0.08333333333333333,0.6666666666666667,0.9475759100822009,0.09999999999999999,0.020911428014871915,0.09262426048122963,0.16666666666666666,0.3333333333333333
dunnhumby,5929,5,16,0.3125,0.08333333333333333,0.6875,0.8275273653749371,0.109375,0.023766672374460136,0.0385701242267882,0.1,0.1875
dunnhumby,20966,4,13,0.7692307692307693,0.4,0.23076923076923073,0.8145638960938407,0.2307692307692308,0.03313460406519909,0.07899666306016864,0.46153846153846156,0.6538461538461539
dunnhumby,12467,18,2,0.0,0.0,1.0,0.1015978862606945,0.0,0.0011827075533056373,0.0,0.0,0.0
dunnhumby,15071,5,3,0.0,0.0,1.0,0.4498406307666499,0.0,0.003596277312778485,0.038803016784316496,0.0,0.0
dunnhumby,9576,10,1,0.0,0.0,1.0,0.9932058379466533,0.1,0.006046959610162814,0.0,0.0,0.0
dunnhumby,12925,12,2,0.0,0.0,1.0,0.5061650729743332,0.0,0.0068790206048012234,0.0,0.0,0.0
dunnhumby,7484,15,7,0.7142857142857143,0.1111111111111111,0.2857142857142857,0.7878172406355597,0.17142857142857143,0.019195593725531514,0.03152999569511114,0.1619047619047619,0.3934240362811791
dunnhumby,16305,2,16,0.25,0.09523809523809523,0.75,0.6683914192249621,0.05312499999999999,0.01482939587719046,0.038648524144828916,0.125,0.1875
dunnhumby,17617,4,8,0.625,0.23076923076923078,0.375,0.7414129340714645,0.15000000000000002,0.032395341981431326,0.05449904962613476,0.21875,0.45833333333333326
dunnhumby,22185,2,2,0.0,0.0,1.0,0.9557121288374434,0.025,0.018120837888924764,0.07843194664660089,0.0,0.0
dunnhumby,5519,2,4,0.0,0.0,1.0,0.546804227478611,0.025,0.007722113589018077,0.02234812578884011,0.0,0.0
dunnhumby,12843,16,19,0.3684210526315789,0.0,0.631578947368421,0.8390790135883242,0.06315789473684211,0.0200604037499879,0.06575112706613852,0.04276315789473684,0.03115159694107062
dunnhumby,4799,21,2,0.0,0.0,1.0,0.7989431303472572,0.0,0.0048160913262214255,0.00040463590177642597,0.0,0.0
dunnhumby,3598,10,2,0.5,0.0,0.5,0.9257674886763966,0.1,0.011794228183880168,0.26807240585743397,0.05,0.08333333333333333
dunnhumby,18714,6,1,1.0,0.0,0.0,0.13059889280322093,0.1,0.0931379408606083,0.0,0.16666666666666666,0.16666666666666666
dunnhumby,18736,11,1,1.0,1.0,0.0,0.9377201811776548,0.35,0.0,0.0,0.36363636363636365,1.0
dunnhumby,21717,5,5,0.0,0.0,1.0,0.6466029189733267,0.01,0.011355421761900547,0.07088042430652139,0.0,0.0
dunnhumby,8596,2,8,0.625,0.38461538461538464,0.375,0.783797810770005,0.14375,0.022394678194262774,0.03804976101806784,0.5,0.625
dunnhumby,10566,11,19,0.7894736842105263,0.15789473684210525,0.21052631578947367,0.8231928588456547,0.17894736842105266,0.02200491037062727,0.05766295993933491,0.24401913875598089,0.45674793043214096
dunnhumby,17636,6,15,0.3333333333333333,0.08695652173913043,0.6666666666666667,0.652088575742325,0.08,0.010439909329443347,0.020776032227595453,0.1111111111111111,0.21111111111111114
dunnhumby,6661,14,21,0.42857142857142855,0.0,0.5714285714285714,0.8755362235483022,0.03333333333333333,0.019782765208193016,0.04373476903661855,0.05102040816326529,0.0529306672163815
dunnhumby,6175,8,5,0.0,0.0,1.0,0.8710870659285355,0.030000000000000006,0.021576406142477685,0.012105981733142835,0.0,0.0
dunnhumby,16851,8,1,1.0,0.0,0.0,0.9003522898842476,0.1,0.0029419195326100545,0.0,0.125,0.16666666666666666
dunnhumby,8528,3,3,0.6666666666666666,0.0,0.33333333333333337,0.9370072135547728,0.36666666666666664,0.016122709103962195,0.056013028362478186,0.2222222222222222,0.27777777777777773
dunnhumby,12158,12,3,0.0,0.0,1.0,0.2530196275792652,0.0,0.00693722677095712,0.027177749177302434,0.0,0.0
dunnhumby,3781,14,21,0.6666666666666666,0.125,0.33333333333333337,0.7691542646248232,0.15,0.021998803731833192,0.05065328762720761,0.18707482993197277,0.33900226757369617
dunnhumby,581,21,2,0.5,0.0,0.5,0.7659159536990439,0.3,0.018248717060585493,0.05663873190523282,0.19047619047619047,0.25
dunnhumby,11027,2,11,0.18181818181818182,0.07142857142857142,0.8181818181818181,0.7526650500983666,0.03636363636363637,0.015145705204957827,0.03770369313008976,0.09090909090909091,0.13636363636363635
dunnhumby,8019,7,1,0.0,0.0,1.0,0.984398590840463,0.05,0.0,0.0,0.0,0.0
dunnhumby,16902,9,3,0.3333333333333333,0.0,0.6666666666666667,0.5650897500419393,0.0,0.004321182689406582,0.046539603996118895,0.037037037037037035,0.06666666666666667
dunnhumby,17811,3,7,0.2857142857142857,0.0,0.7142857142857143,0.7635523761593214,0.0071428571428571435,0.005545671171369567,0.017273615651033313,0.09523809523809523,0.14285714285714285
dunnhumby,14107,14,1,1.0,0.0,0.0,0.9904378459989934,0.1,0.038043087074809155,0.0,0.07142857142857142,0.08333333333333333
dunnhumby,14659,7,1,1.0,0.14285714285714285,0.0,0.8365626572722697,0.05,0.026390897703502187,0.0,0.14285714285714285,1.0
dunnhumby,10250,17,8,0.5,0.2,0.5,0.8199861600402617,0.1875,0.02119112852075351,0.04769692629736267,0.13970588235294118,0.3375
dunnhumby,18934,15,1,1.0,0.0,0.0,0.7312531454453951,0.0,0.016381139993428263,0.0,0.06666666666666667,0.3333333333333333
dunnhumby,295,9,3,0.3333333333333333,0.0,0.6666666666666667,0.7362019795336353,0.016666666666666666,0.013779729043270836,0.016231859418954265,0.07407407407407407,0.16666666666666666
dunnhumby,4215,10,2,1.0,0.0,0.0,0.8987166582788123,0.1,0.029519075663423912,0.03071781998926311,0.15000000000000002,0.35
dunnhumby,21040,5,5,0.0,0.0,1.0,0.7128082536487167,0.02,0.021216743574639103,0.020790936156968486,0.0,0.0
dunnhumby,2840,24,2,0.5,0.0,0.5,0.5836688475088072,0.07500000000000001,0.023643777334217676,0.0,0.16666666666666666,0.25
dunnhumby,4186,2,2,0.0,0.0,1.0,0.6628082536487166,0.0,0.011769168115083717,0.1642134479222026,0.0,0.0
dunnhumby,10897,20,8,0.625,0.07692307692307693,0.375,0.6280353548062405,0.125,0.0205247996195151,0.039892459435874626,0.09375,0.24007936507936506
dunnhumby,2648,9,1,0.0,0.0,1.0,0.38978359335681934,0.0,0.006126941918816098,0.0,0.0,0.0
dunnhumby,587,14,8,0.25,0.0,0.75,0.7206215400100654,0.025,0.01764271175090193,0.05031405596558902,0.03571428571428571,0.05416666666666667
dunnhumby,9323,19,20,0.6,0.05,0.4,0.7394375943633619,0.10499999999999998,0.004757221701854412,0.04254987181847946,0.06842105263157897,0.12916582901103024
dunnhumby,3943,19,12,0.4166666666666667,0.06666666666666667,0.5833333333333333,0.8398339204831404,0.13333333333333333,0.009265039987425875,0.054141093620463515,0.07894736842105264,0.16203703703703703
dunnhumby,16027,26,6,0.3333333333333333,0.14285714285714285,0.6666666666666667,0.8620407649723201,0.20833333333333334,0.03244338149468274,0.0776723045967251,0.07692307692307693,0.2222222222222222
dunnhumby,10815,2,20,0.05,0.045454545454545456,0.95,0.7003082536487166,0.0175,0.0179335598822863,0.06006631312400362,0.025,0.05
dunnhumby,6622,19,11,0.36363636363636365,0.0,0.6363636363636364,0.9104291531317199,0.15454545454545454,0.022213716473619863,0.09144468815741931,0.052631578947368425,0.0487012987012987
dunnhumby,9018,6,3,0.3333333333333333,0.0,0.6666666666666667,0.6660795168595873,0.0,0.012439127645091192,0.0013209252686156138,0.05555555555555555,0.08333333333333333
dunnhumby,2,21,25,0.52,0.10416666666666667,0.48,0.8011826874685455,0.10399999999999998,0.02210693699972027,0.04869020126594439,0.06476190476190476,0.24958874458874458
dunnhumby,16334,5,6,0.0,0.0,1.0,0.5093524576413354,0.0,0.009297304523481088,0.020467655925518212,0.0,0.0
dunnhumby,2431,16,7,0.14285714285714285,0.0625,0.8571428571428572,0.8366884750880724,0.1,0.014182215830252434,0.05137335140142437,0.05357142857142857,0.14285714285714285
dunnhumby,16989,2,2,0.0,0.0,1.0,0.9326245596376447,0.0,0.01261211760027752,0.0,0.0,0.0
dunnhumby,16865,5,3,0.3333333333333333,0.25,0.6666666666666667,0.8659201476262371,0.03333333333333333,0.002169367047856732,0.015179654840017319,0.06666666666666667,0.3333333333333333
dunnhumby,14417,3,4,0.0,0.0,1.0,0.7294916960241571,0.025,0.011890332493338249,0.04328106608500061,0.0,0.0
dunnhumby,21835,5,7,0.0,0.0,1.0,0.7305162125242648,0.0,0.011247114912492402,0.03581820529755149,0.0,0.0
